"TR_No","TR_Date","V_No","Cheque_No","Invoice_Date","Remarks","Invoice_No","MF","ChequeNo"
"1046","2/21/2007 12:00:00 AM","","1620544 Cheque No. 1620545 Cheque No.1620546","2/22/2007 12:00:00 AM","","0","",""
"1047","2/24/2007 12:00:00 AM","","54196170","","","0","",""
"1048","2/22/2007 12:00:00 AM","","","2/22/2007 12:00:00 AM","","0","",""
"1049","2/22/2007 12:00:00 AM","","1620548","2/22/2007 12:00:00 AM","","0","",""
"1050","2/22/2007 12:00:00 AM","","","","","0","",""
"1051","2/24/2007 12:00:00 AM","","","","","0","",""
"1052","2/28/2007 12:00:00 AM","","","","","0","",""
"1053","2/25/2007 12:00:00 AM","","","","","0","",""
"1054","2/27/2007 12:00:00 AM","","","","","0","",""
"1055","2/28/2007 12:00:00 AM","","1620550-51","2/28/2007 12:00:00 AM","","0","",""
"1056","3/1/2007 12:00:00 AM","","","","","0","",""
"1057","3/1/2007 12:00:00 AM","","","","","0","",""
"1058","3/1/2007 12:00:00 AM","","","","","0","",""
"1059","3/4/2007 12:00:00 AM","","","","","0","",""
"1060","3/6/2007 12:00:00 AM","","","","","0","",""
"1061","3/7/2007 12:00:00 AM",""," 1620552-53-54","3/7/2007 12:00:00 AM","","0","",""
"1062","3/8/2007 12:00:00 AM","","","","","0","",""
"1063","3/12/2007 12:00:00 AM","","68768794","3/13/2007 12:00:00 AM","","0","",""
"1064","3/12/2007 12:00:00 AM","","","","","0","",""
"1065","3/13/2007 12:00:00 AM","","","","","0","",""
"1066","3/13/2007 12:00:00 AM","","1620555","3/14/2007 12:00:00 AM","","0","",""
"1067","3/14/2007 12:00:00 AM","","","","","0","",""
"1068","3/14/2007 12:00:00 AM","","","","","0","",""
"1069","3/15/2007 12:00:00 AM","","1620556","3/16/2007 12:00:00 AM","","0","",""
"1070","3/15/2007 12:00:00 AM","","","","","0","",""
"1071","3/17/2007 12:00:00 AM","","","","","0","",""
"1072","3/19/2007 12:00:00 AM","","","","","0","",""
"1073","3/20/2007 12:00:00 AM","","","","","0","",""
"1074","3/20/2007 12:00:00 AM","","","","","0","",""
"1075","3/21/2007 12:00:00 AM","","1620557-58-59","3/21/2007 12:00:00 AM","","0","",""
"1076","3/20/2007 12:00:00 AM","","","","","0","",""
"1077","3/20/2007 12:00:00 AM","","","","","0","",""
"1078","3/22/2007 12:00:00 AM","","","","","0","",""
"1079","3/26/2007 12:00:00 AM","","","","","0","",""
"1080","3/24/2007 12:00:00 AM","","","","","0","",""
"1081","3/24/2007 12:00:00 AM","","","","","0","",""
"1082","3/24/2007 12:00:00 AM","","","3/26/2007 12:00:00 AM","","0","",""
"1083","3/23/2007 12:00:00 AM","","","","","0","",""
"1084","3/26/2007 12:00:00 AM","","","","","0","",""
"1085","3/26/2007 12:00:00 AM","","","","","0","",""
"1086","3/26/2007 12:00:00 AM","","","","","0","",""
"1087","3/26/2007 12:00:00 AM","","","","","0","",""
"1088","3/27/2007 12:00:00 AM","","","","","0","",""
"1089","3/27/2007 12:00:00 AM","","","","","0","",""
"1090","3/27/2007 12:00:00 AM","","","","","0","",""
"1091","3/27/2007 12:00:00 AM","","","","","0","",""
"1092","3/28/2007 12:00:00 AM","","12560-61-62","3/28/2007 12:00:00 AM","","0","",""
"1093","3/29/2007 12:00:00 AM","","1620563","3/30/2007 12:00:00 AM","","0","",""
"1094","3/28/2007 12:00:00 AM","","","","","0","",""
"1095","3/28/2007 12:00:00 AM","","","","","0","",""
"1096","3/28/2007 12:00:00 AM","","0167009","3/28/2007 12:00:00 AM","","0","",""
"1098","3/28/2007 12:00:00 AM","","","","","0","",""
"1099","3/28/2007 12:00:00 AM","","0167009","3/28/2007 12:00:00 AM","","0","",""
"1100","3/28/2007 12:00:00 AM","","0167010","3/29/2007 12:00:00 AM","","0","",""
"1101","4/7/2007 12:00:00 AM","","","","","0","",""
"1102","4/1/2007 12:00:00 AM","","","","","0","",""
"1103","3/30/2007 12:00:00 AM","","","","","0","",""
"1104","4/1/2007 12:00:00 AM","","","","","0","",""
"1105","3/31/2007 12:00:00 AM","","","","","0","",""
"1106","3/31/2007 12:00:00 AM","","","","","0","",""
"1107","4/3/2007 12:00:00 AM","","","","","0","",""
"1108","4/3/2007 12:00:00 AM","","","","","0","",""
"1109","4/4/2007 12:00:00 AM","","0167012","4/4/2007 12:00:00 AM","","0","",""
"1110","4/4/2007 12:00:00 AM","","1620564-65","4/5/2007 12:00:00 AM","","0","",""
"1111","4/5/2007 12:00:00 AM","","","","","0","",""
"1112","4/5/2007 12:00:00 AM","","","","","0","",""
"1113","4/6/2007 12:00:00 AM","","1620566","4/7/2007 12:00:00 AM","","0","",""
"1114","4/9/2007 12:00:00 AM","","","","","0","",""
"1115","4/10/2007 12:00:00 AM","","","","","0","",""
"1116","4/10/2007 12:00:00 AM","","","","","0","",""
"1117","4/11/2007 12:00:00 AM","","0167013-14-15-16","4/12/2007 12:00:00 AM","","0","",""
"1118","4/11/2007 12:00:00 AM","","","","","0","",""
"1119","4/11/2007 12:00:00 AM","","1620567","4/12/2007 12:00:00 AM","","0","",""
"1120","4/11/2007 12:00:00 AM","","","","","0","",""
"1121","4/12/2007 12:00:00 AM","","1620568","4/13/2007 12:00:00 AM","","0","",""
"1122","4/12/2007 12:00:00 AM","","1620570","4/12/2007 12:00:00 AM","","0","",""
"1123","4/13/2007 12:00:00 AM","","","","","0","",""
"1124","4/13/2007 12:00:00 AM","","","","","0","",""
"1125","4/13/2007 12:00:00 AM","","","","","0","",""
"1126","4/13/2007 12:00:00 AM","","","","","0","",""
"1127","4/14/2007 12:00:00 AM","","","","","0","",""
"1128","4/14/2007 12:00:00 AM","","","","","0","",""
"1129","4/14/2007 12:00:00 AM","","","","","0","",""
"1130","4/15/2007 12:00:00 AM","","","","","0","",""
"1131","4/18/2007 12:00:00 AM","","","","","0","",""
"1132","4/18/2007 12:00:00 AM","","","","","0","",""
"1133","4/18/2007 12:00:00 AM","","","","","0","",""
"1134","4/18/2007 12:00:00 AM","","","","","0","",""
"1135","4/18/2007 12:00:00 AM","","","","","0","",""
"1136","4/18/2007 12:00:00 AM","","0525252","4/18/2007 12:00:00 AM","","0","",""
"1137","4/18/2007 12:00:00 AM","","","","","0","",""
"1138","4/18/2007 12:00:00 AM","","","","","0","",""
"1139","4/18/2007 12:00:00 AM","","","","","0","",""
"1140","4/19/2007 12:00:00 AM","","0167017","4/19/2007 12:00:00 AM","","0","",""
"1141","4/19/2007 12:00:00 AM","","","","","0","",""
"1142","4/19/2007 12:00:00 AM","","","","","0","",""
"1143","4/18/2007 12:00:00 AM","","","","","0","",""
"1144","4/14/2007 12:00:00 AM","","","","","0","",""
"1145","4/20/2007 12:00:00 AM","","","","","0","",""
"1146","4/21/2007 12:00:00 AM","","","","","0","",""
"1147","4/21/2007 12:00:00 AM","","0167018","4/23/2007 12:00:00 AM","","0","",""
"1148","4/21/2007 12:00:00 AM","","1620569","4/23/2007 12:00:00 AM","","0","",""
"1149","5/14/2007 12:00:00 AM","","","","","0","",""
"1150","5/15/2007 12:00:00 AM","","","","","0","",""
"1151","4/23/2007 12:00:00 AM","","","","","0","",""
"1152","4/23/2007 12:00:00 AM","","","","","0","",""
"1153","4/24/2007 12:00:00 AM","","482401","4/24/2007 12:00:00 AM","","0","",""
"1154","4/24/2007 12:00:00 AM","","1620576","4/24/2007 12:00:00 AM","","0","",""
"1155","4/23/2007 12:00:00 AM","","","","","0","",""
"1156","4/24/2007 12:00:00 AM","","","","","0","",""
"1157","4/24/2007 12:00:00 AM","","","","","0","",""
"1158","4/25/2007 12:00:00 AM","","1620571-72","4/26/2007 12:00:00 AM","","0","",""
"1159","4/25/2007 12:00:00 AM","","1620573","4/26/2007 12:00:00 AM","","0","",""
"1160","4/25/2007 12:00:00 AM","","0221371","4/26/2007 12:00:00 AM","","0","",""
"1161","4/25/2007 12:00:00 AM","","","","","0","",""
"1162","4/25/2007 12:00:00 AM","","","","","0","",""
"1163","4/26/2007 12:00:00 AM","","482402","4/26/2007 12:00:00 AM","","0","",""
"1164","4/26/2007 12:00:00 AM","","","","","0","",""
"1165","4/26/2007 12:00:00 AM","","","","","0","",""
"1166","4/26/2007 12:00:00 AM","","","","","0","",""
"1167","4/26/2007 12:00:00 AM","","1620574","4/27/2007 12:00:00 AM","","0","",""
"1168","4/26/2007 12:00:00 AM","","","","","0","",""
"1169","4/26/2007 12:00:00 AM","","0221372","4/26/2007 12:00:00 AM","","0","",""
"1170","4/25/2007 12:00:00 AM","","","","","0","",""
"1171","4/27/2007 12:00:00 AM","","1620575","4/28/2007 12:00:00 AM","","0","",""
"1172","4/27/2007 12:00:00 AM","","1620575","4/28/2007 12:00:00 AM","","0","",""
"1173","4/27/2007 12:00:00 AM","","1620575","4/28/2007 12:00:00 AM","","0","",""
"1174","4/27/2007 12:00:00 AM","","","","","0","",""
"1175","4/27/2007 12:00:00 AM","","0221373","4/27/2007 12:00:00 AM","","0","",""
"1176","4/27/2007 12:00:00 AM","","","","","0","",""
"1177","4/15/2007 12:00:00 AM","","","","","0","",""
"1178","4/26/2007 12:00:00 AM","","","","","0","",""
"1179","4/27/2007 12:00:00 AM","","","","","0","",""
"1180","4/28/2007 12:00:00 AM","","","","","0","",""
"1181","4/28/2007 12:00:00 AM","","1620577","4/28/2007 12:00:00 AM","","0","",""
"1182","4/28/2007 12:00:00 AM","","","","","0","",""
"1183","4/28/2007 12:00:00 AM","","","","","0","",""
"1184","4/30/2007 12:00:00 AM","","","","","0","",""
"1185","4/30/2007 12:00:00 AM","","","","","0","",""
"1186","4/30/2007 12:00:00 AM","","","","","0","",""
"1187","5/2/2007 12:00:00 AM","","","","","0","",""
"1188","5/2/2007 12:00:00 AM","","","","","0","",""
"1189","5/2/2007 12:00:00 AM","","","","","0","",""
"1190","5/2/2007 12:00:00 AM","","","","","0","",""
"1191","5/3/2007 12:00:00 AM","","1620578-79","5/3/2007 12:00:00 AM","","0","",""
"1192","5/2/2007 12:00:00 AM","","","","","0","",""
"1193","5/2/2007 12:00:00 AM","","","","","0","",""
"1194","5/3/2007 12:00:00 AM","","","","","0","",""
"1195","5/3/2007 12:00:00 AM","","","","","0","",""
"1196","5/3/2007 12:00:00 AM","","","","","0","",""
"1197","5/3/2007 12:00:00 AM","","","5/3/2007 12:00:00 AM","","0","",""
"1198","5/5/2007 12:00:00 AM","","","","","0","",""
"1199","5/7/2007 12:00:00 AM","","","","","0","",""
"1200","5/5/2007 12:00:00 AM","","","","","0","",""
"1201","5/7/2007 12:00:00 AM","","482403","5/7/2007 12:00:00 AM","","0","",""
"1202","5/7/2007 12:00:00 AM","","","","","0","",""
"1203","5/7/2007 12:00:00 AM","","","","","0","",""
"1204","5/8/2007 12:00:00 AM","","","","","0","",""
"1205","5/7/2007 12:00:00 AM","","","","","0","",""
"1206","5/7/2007 12:00:00 AM","","","","","0","",""
"1207","5/8/2007 12:00:00 AM","","0221374-75","5/8/2007 12:00:00 AM","","0","",""
"1208","5/7/2007 12:00:00 AM","","","","","0","",""
"1209","5/8/2007 12:00:00 AM","","","","","0","",""
"1210","5/8/2007 12:00:00 AM","","0076976","","","0","",""
"1211","5/8/2007 12:00:00 AM","","","","","0","",""
"1212","5/9/2007 12:00:00 AM","","","","","0","",""
"1213","5/9/2007 12:00:00 AM","","016221376","5/9/2007 12:00:00 AM","","0","",""
"1214","5/9/2007 12:00:00 AM","","","","","0","",""
"1215","5/10/2007 12:00:00 AM","","0076977","5/10/2007 12:00:00 AM","","0","",""
"1216","5/10/2007 12:00:00 AM","","482404","5/10/2007 12:00:00 AM","","0","",""
"1217","5/10/2007 12:00:00 AM","","0221377","5/10/2007 12:00:00 AM","","0","",""
"1218","5/10/2007 12:00:00 AM","","0221377","5/10/2007 12:00:00 AM","","0","",""
"1219","5/10/2007 12:00:00 AM","","1620580","5/11/2007 12:00:00 AM","","0","",""
"1220","5/10/2007 12:00:00 AM","","","","","0","",""
"1221","5/10/2007 12:00:00 AM","","","","","0","",""
"1222","5/11/2007 12:00:00 AM","","482405","5/11/2007 12:00:00 AM","","0","",""
"1223","5/11/2007 12:00:00 AM","","","","","0","",""
"1224","5/15/2007 12:00:00 AM","","","","","0","",""
"1225","5/16/2007 12:00:00 AM","","1620582-83","5/17/2007 12:00:00 AM","","0","",""
"1226","5/15/2007 12:00:00 AM","","1620584","5/15/2007 12:00:00 AM","","0","",""
"1227","5/15/2007 12:00:00 AM","","482406","5/15/2007 12:00:00 AM","","0","",""
"1228","5/15/2007 12:00:00 AM","","","","","0","",""
"1229","5/15/2007 12:00:00 AM","","","","","0","",""
"1230","5/16/2007 12:00:00 AM","","0274951","5/16/2007 12:00:00 AM","","0","",""
"1231","5/17/2007 12:00:00 AM","","0221379","5/17/2007 12:00:00 AM","","0","",""
"1232","5/19/2007 12:00:00 AM","","","","","0","",""
"1233","5/19/2007 12:00:00 AM","","0221380","5/19/2007 12:00:00 AM","","0","",""
"1234","5/21/2007 12:00:00 AM","","0221381","5/21/2007 12:00:00 AM","","0","",""
"1235","5/22/2007 12:00:00 AM","","0221382","5/22/2007 12:00:00 AM","","0","",""
"1236","5/23/2007 12:00:00 AM","","0221383","5/23/2007 12:00:00 AM","","0","",""
"1237","5/21/2007 12:00:00 AM","","0076979","5/21/2007 12:00:00 AM","","0","",""
"1238","5/21/2007 12:00:00 AM","","482407","5/21/2007 12:00:00 AM","","0","",""
"1239","5/17/2007 12:00:00 AM","","","","","0","",""
"1240","5/21/2007 12:00:00 AM","","0221384","5/21/2007 12:00:00 AM","","0","",""
"1241","5/21/2007 12:00:00 AM","","","","","0","",""
"1244","7/23/2007 12:00:00 AM","","","","","0","",""
"1245","7/23/2005 12:00:00 AM","","","","","0","",""
"1246","5/22/2007 12:00:00 AM","","","","","0","",""
"1247","5/22/2007 12:00:00 AM","","","5/23/2007 12:00:00 AM","","0","",""
"1248","5/22/2007 12:00:00 AM","","0221386","5/23/2007 12:00:00 AM","","0","",""
"1249","5/23/2007 12:00:00 AM","","1620585-86","5/24/2007 12:00:00 AM","","0","",""
"1250","5/23/2007 12:00:00 AM","","","","","0","",""
"1251","5/23/2007 12:00:00 AM","","","","","0","",""
"1252","5/26/2007 12:00:00 AM","","0076981","5/26/2007 12:00:00 AM","","0","",""
"1253","5/25/2007 12:00:00 AM","","","","","0","",""
"1254","5/25/2007 12:00:00 AM","","","","","0","",""
"1255","5/26/2007 12:00:00 AM","","1620587","5/28/2007 12:00:00 AM","","0","",""
"1256","5/26/2007 12:00:00 AM","","","","","0","",""
"1257","5/29/2007 12:00:00 AM","","","","","0","",""
"1258","5/29/2007 12:00:00 AM","","","","","0","",""
"1259","5/29/2007 12:00:00 AM","","","","","0","",""
"1260","5/30/2007 12:00:00 AM","","1620588-89-90","5/31/2007 12:00:00 AM","","0","",""
"1261","5/29/2007 12:00:00 AM","","","","","0","",""
"1262","5/29/2007 12:00:00 AM","","","","","0","",""
"1263","5/29/2007 12:00:00 AM","","","","","0","",""
"1264","5/29/2007 12:00:00 AM","","","","","0","",""
"1265","5/29/2007 12:00:00 AM","","","","","0","",""
"1266","5/22/2007 12:00:00 AM","","","","","0","",""
"1267","5/30/2007 12:00:00 AM","","","","","0","",""
"1268","5/31/2007 12:00:00 AM","","","","","0","",""
"1269","6/1/2007 12:00:00 AM","","","","","0","",""
"1270","5/31/2007 12:00:00 AM","","","","","0","",""
"1271","6/1/2007 12:00:00 AM","","","","","0","",""
"1272","6/4/2007 12:00:00 AM","","0221387","6/4/2007 12:00:00 AM","","0","",""
"1273","6/2/2007 12:00:00 AM","","482408","6/2/2007 12:00:00 AM","","0","",""
"1274","6/2/2007 12:00:00 AM","","","","","0","",""
"1275","6/2/2007 12:00:00 AM","","482408","6/2/2007 12:00:00 AM","","0","",""
"1276","6/4/2007 12:00:00 AM","","","","","0","",""
"1277","6/5/2007 12:00:00 AM","","","","","0","",""
"1278","6/4/2007 12:00:00 AM","","","","","0","",""
"1279","6/5/2007 12:00:00 AM","","482409","6/5/2007 12:00:00 AM","","0","",""
"1280","6/5/2007 12:00:00 AM","","0076982","6/5/2007 12:00:00 AM","","0","",""
"1281","6/5/2007 12:00:00 AM","","","","","0","",""
"1282","6/5/2007 12:00:00 AM","","0221388","6/5/2007 12:00:00 AM","","0","",""
"1283","6/5/2007 12:00:00 AM","","0221388","6/5/2007 12:00:00 AM","","0","",""
"1284","6/5/2007 12:00:00 AM","","0221389","6/5/2007 12:00:00 AM","","0","",""
"1285","6/5/2007 12:00:00 AM","","","","","0","",""
"1286","6/6/2007 12:00:00 AM","","1620591-92","6/7/2007 12:00:00 AM","","0","",""
"1287","6/5/2007 12:00:00 AM","","","","","0","",""
"1288","6/5/2007 12:00:00 AM","","","","","0","",""
"1289","6/6/2007 12:00:00 AM","","482411","6/6/2007 12:00:00 AM","","0","",""
"1290","6/6/2007 12:00:00 AM","","0221390","6/6/2007 12:00:00 AM","","0","",""
"1291","6/6/2007 12:00:00 AM","","0221391","6/6/2007 12:00:00 AM","","0","",""
"1292","6/6/2007 12:00:00 AM","","0221392","6/6/2007 12:00:00 AM","","0","",""
"1293","6/6/2007 12:00:00 AM","","0076983","6/6/2007 12:00:00 AM","","0","",""
"1294","6/6/2007 12:00:00 AM","","1620593","6/6/2007 12:00:00 AM","","0","",""
"1295","6/6/2007 12:00:00 AM","","1620594","6/6/2007 12:00:00 AM","","0","",""
"1296","6/6/2007 12:00:00 AM","","1620595","6/6/2007 12:00:00 AM","","0","",""
"1297","6/7/2007 12:00:00 AM","","482412","6/7/2007 12:00:00 AM","","0","",""
"1298","6/7/2007 12:00:00 AM","","","","","0","",""
"1299","6/7/2007 12:00:00 AM","","","","","0","",""
"1300","6/8/2007 12:00:00 AM","","482413","6/8/2007 12:00:00 AM","","0","",""
"1301","6/9/2007 12:00:00 AM","","","","","0","",""
"1302","6/9/2007 12:00:00 AM","","0221393","6/9/2007 12:00:00 AM","","0","",""
"1303","6/9/2007 12:00:00 AM","","0221394","6/9/2007 12:00:00 AM","","0","",""
"1304","6/9/2007 12:00:00 AM","","0221395","6/9/2007 12:00:00 AM","","0","",""
"1305","6/9/2007 12:00:00 AM","","","","","0","",""
"1306","6/9/2007 12:00:00 AM","","","","","0","",""
"1307","6/9/2007 12:00:00 AM","","","","","0","",""
"1308","6/9/2007 12:00:00 AM","","","","","0","",""
"1309","6/9/2007 12:00:00 AM","","","","","0","",""
"1310","6/11/2007 12:00:00 AM","","1620596","6/11/2007 12:00:00 AM","","0","",""
"1311","6/11/2007 12:00:00 AM","","1620597","6/11/2007 12:00:00 AM","","0","",""
"1312","6/12/2007 12:00:00 AM","","1620598","6/12/2007 12:00:00 AM","","0","",""
"1313","6/9/2007 12:00:00 AM","","","","","0","",""
"1314","6/11/2007 12:00:00 AM","","1620599","6/12/2007 12:00:00 AM","","0","",""
"1315","6/11/2007 12:00:00 AM","","1620600","6/12/2007 12:00:00 AM","","0","",""
"1316","6/11/2007 12:00:00 AM","","","","","0","",""
"1317","6/12/2007 12:00:00 AM","","","","","0","",""
"1318","6/12/2007 12:00:00 AM","","","","","0","",""
"1319","6/13/2007 12:00:00 AM","","1621301","6/14/2007 12:00:00 AM","","0","",""
"1320","6/13/2007 12:00:00 AM","","1621302","6/14/2007 12:00:00 AM","","0","",""
"1321","6/12/2007 12:00:00 AM","","","","","0","",""
"1322","6/11/2007 12:00:00 AM","","","","","0","",""
"1323","6/13/2007 12:00:00 AM","","0221396","6/13/2007 12:00:00 AM","","0","",""
"1324","6/13/2007 12:00:00 AM","","0076984","6/13/2007 12:00:00 AM","","0","",""
"1325","6/14/2007 12:00:00 AM","","0076985","6/14/2007 12:00:00 AM","","0","",""
"1326","6/13/2007 12:00:00 AM","","","","","0","",""
"1327","6/12/2007 12:00:00 AM","","","","","0","",""
"1328","6/13/2007 12:00:00 AM","","1621303","6/14/2007 12:00:00 AM","","0","",""
"1329","6/13/2007 12:00:00 AM","","","","","0","",""
"1330","6/14/2007 12:00:00 AM","","482414","6/14/2007 12:00:00 AM","","0","",""
"1331","6/14/2007 12:00:00 AM","","0221397","6/14/2007 12:00:00 AM","","0","",""
"1332","6/15/2007 12:00:00 AM","","0221398","6/15/2007 12:00:00 AM","","0","",""
"1333","6/15/2007 12:00:00 AM","","482415","6/15/2007 12:00:00 AM","","0","",""
"1334","6/16/2007 12:00:00 AM","","","","","0","",""
"1335","6/16/2007 12:00:00 AM","","482416","6/16/2007 12:00:00 AM","","0","",""
"1336","6/18/2007 12:00:00 AM","","482417","6/18/2007 12:00:00 AM","","0","",""
"1337","6/17/2007 12:00:00 AM","","","","","0","",""
"1338","6/18/2007 12:00:00 AM","","0076986","6/19/2007 12:00:00 AM","","0","",""
"1339","6/18/2007 12:00:00 AM","","1621304","6/19/2007 12:00:00 AM","","0","",""
"1340","6/18/2007 12:00:00 AM","","482418","6/19/2007 12:00:00 AM","","0","",""
"1341","6/18/2007 12:00:00 AM","","482419","6/19/2007 12:00:00 AM","","0","",""
"1342","6/19/2007 12:00:00 AM","","482420","6/19/2007 12:00:00 AM","","0","",""
"1343","6/18/2007 12:00:00 AM","","","","","0","",""
"1344","6/18/2007 12:00:00 AM","","0076989","6/20/2007 12:00:00 AM","","0","",""
"1345","6/19/2007 12:00:00 AM","","0076987","6/19/2007 12:00:00 AM","","0","",""
"1346","6/19/2007 12:00:00 AM","","0076987","6/19/2007 12:00:00 AM","","0","",""
"1347","6/20/2007 12:00:00 AM","","482421","6/20/2007 12:00:00 AM","","0","",""
"1348","6/20/2007 12:00:00 AM","","0076988","6/20/2007 12:00:00 AM","","0","",""
"1349","6/18/2007 12:00:00 AM","","","","","0","",""
"1350","6/18/2007 12:00:00 AM","","","","","0","",""
"1351","6/18/2007 12:00:00 AM","","","","","0","",""
"1352","6/18/2007 12:00:00 AM","","","","","0","",""
"1353","6/18/2007 12:00:00 AM","","","","","0","",""
"1354","6/20/2007 12:00:00 AM","","","","","0","",""
"1355","6/21/2007 12:00:00 AM","","482422","6/21/2007 12:00:00 AM","","0","",""
"1356","6/21/2007 12:00:00 AM","","482423","6/21/2007 12:00:00 AM","","0","",""
"1357","6/20/2007 12:00:00 AM","","","","","0","",""
"1358","6/20/2007 12:00:00 AM","","","","","0","",""
"1359","6/20/2007 12:00:00 AM","","","","","0","",""
"1360","6/21/2007 12:00:00 AM","","","","","0","",""
"1361","6/22/2007 12:00:00 AM","","482424","6/22/2007 12:00:00 AM","","0","",""
"1362","6/22/2007 12:00:00 AM","","482425","6/22/2007 12:00:00 AM","","0","",""
"1363","6/22/2007 12:00:00 AM","","","","","0","",""
"1364","6/23/2007 12:00:00 AM","","","","","0","",""
"1365","6/23/2007 12:00:00 AM","","0221399","6/24/2007 12:00:00 AM","","0","",""
"1366","6/23/2007 12:00:00 AM","","","","","0","",""
"1367","6/23/2007 12:00:00 AM","","","","","0","",""
"1368","6/23/2007 12:00:00 AM","","","","","0","",""
"1369","6/23/2007 12:00:00 AM","","","","","0","",""
"1370","6/24/2007 12:00:00 AM","","","","","0","",""
"1371","6/24/2007 12:00:00 AM","","","","","0","",""
"1372","6/24/2007 12:00:00 AM","","","","","0","",""
"1373","6/24/2007 12:00:00 AM","","","","","0","",""
"1374","6/25/2007 12:00:00 AM","","0221400","6/25/2007 12:00:00 AM","","0","",""
"1375","6/24/2007 12:00:00 AM","","","","","0","",""
"1376","6/25/2007 12:00:00 AM","","249251","6/25/2007 12:00:00 AM","","0","",""
"1377","6/25/2007 12:00:00 AM","","0076990","6/25/2007 12:00:00 AM","","0","",""
"1378","6/24/2007 12:00:00 AM","","","","","0","",""
"1379","6/25/2007 12:00:00 AM","","","","","0","",""
"1380","6/25/2007 12:00:00 AM","","","","","0","",""
"1381","6/26/2007 12:00:00 AM","","0221401","6/26/2007 12:00:00 AM","","0","",""
"1382","6/26/2007 12:00:00 AM","","0221401","6/26/2007 12:00:00 AM","","0","",""
"1383","6/26/2007 12:00:00 AM","","","","","0","",""
"1384","6/27/2007 12:00:00 AM","","1621307","6/28/2007 12:00:00 AM","","0","",""
"1385","6/27/2007 12:00:00 AM","","1621308","6/28/2007 12:00:00 AM","","0","",""
"1386","6/26/2007 12:00:00 AM","","022102","6/26/2007 12:00:00 AM","","0","",""
"1387","6/27/2007 12:00:00 AM","","","","","0","",""
"1388","6/27/2007 12:00:00 AM","","","","","0","",""
"1389","6/28/2007 12:00:00 AM","","","","","0","",""
"1390","6/30/2007 12:00:00 AM","","","","","0","",""
"1391","6/29/2007 12:00:00 AM","","","6/30/2007 12:00:00 AM","","0","",""
"1392","6/30/2007 12:00:00 AM","","","","","0","",""
"1393","7/3/2007 12:00:00 AM","","0076991","7/3/2007 12:00:00 AM","","0","",""
"1394","7/3/2007 12:00:00 AM","","0221403","7/3/2007 12:00:00 AM","","0","",""
"1395","7/3/2007 12:00:00 AM","","0221403","7/3/2007 12:00:00 AM","","0","",""
"1396","7/3/2007 12:00:00 AM","","0221404","7/3/2007 12:00:00 AM","","0","",""
"1397","7/2/2007 12:00:00 AM","","","","","0","",""
"1398","7/1/2007 12:00:00 AM","","","","","0","",""
"1399","6/29/2007 12:00:00 AM","","","","","0","",""
"1400","7/3/2007 12:00:00 AM","","","","","0","",""
"1401","7/3/2007 12:00:00 AM","","","","","0","",""
"1402","7/3/2007 12:00:00 AM","","","","","0","",""
"1403","7/4/2007 12:00:00 AM","","0221405","7/5/2007 12:00:00 AM","","0","",""
"1404","7/4/2007 12:00:00 AM","","1621309","7/5/2007 12:00:00 AM","","0","",""
"1405","7/4/2007 12:00:00 AM","","1621310","7/5/2007 12:00:00 AM","","0","",""
"1406","7/4/2007 12:00:00 AM","","","","","0","",""
"1407","7/4/2007 12:00:00 AM","","1621311","7/4/2007 12:00:00 AM","","0","",""
"1408","7/4/2007 12:00:00 AM","","0221406","7/5/2007 12:00:00 AM","","0","",""
"1409","7/4/2007 12:00:00 AM","","249252","7/5/2007 12:00:00 AM","","0","",""
"1410","7/4/2007 12:00:00 AM","","29253","7/5/2007 12:00:00 AM","","0","",""
"1411","7/4/2007 12:00:00 AM","","249252","7/5/2007 12:00:00 AM","","0","",""
"1412","7/4/2007 12:00:00 AM","","249253","7/5/2007 12:00:00 AM","","0","",""
"1413","7/5/2007 12:00:00 AM","","249254","7/5/2007 12:00:00 AM","","0","",""
"1414","7/5/2007 12:00:00 AM","","249255","7/5/2007 12:00:00 AM","","0","",""
"1415","7/5/2007 12:00:00 AM","","249256","7/5/2007 12:00:00 AM","","0","",""
"1416","7/5/2007 12:00:00 AM","","","","","0","",""
"1417","7/5/2007 12:00:00 AM","","","","","0","",""
"1418","7/5/2007 12:00:00 AM","","249257","7/5/2007 12:00:00 AM","","0","",""
"1419","7/5/2007 12:00:00 AM","","","","","0","",""
"1420","7/5/2007 12:00:00 AM","","","","","0","",""
"1421","7/7/2007 12:00:00 AM","","0221411","7/9/2007 12:00:00 AM","","0","",""
"1422","7/7/2007 12:00:00 AM","","0221410","7/9/2007 12:00:00 AM","","0","",""
"1423","7/7/2007 12:00:00 AM","","0221408","7/9/2007 12:00:00 AM","","0","",""
"1424","7/7/2007 12:00:00 AM","","0221409","7/9/2007 12:00:00 AM","","0","",""
"1425","7/7/2007 12:00:00 AM","","0221407","7/9/2007 12:00:00 AM","","0","",""
"1426","7/8/2007 12:00:00 AM","","","","","0","",""
"1427","7/9/2007 12:00:00 AM","","0221412","7/10/2007 12:00:00 AM","","0","",""
"1428","7/9/2007 12:00:00 AM","","0221414","7/10/2007 12:00:00 AM","","0","",""
"1429","7/9/2007 12:00:00 AM","","0221415","7/10/2007 12:00:00 AM","","0","",""
"1430","7/9/2007 12:00:00 AM","","0221415","7/10/2007 12:00:00 AM","","0","",""
