"TR_No","SL","Item","P","Q","R","W","Amount","VType","Account_Party","Control_Code","Narration","AC_Party2","GatePassNo","GatePassDt","Veh_No","Spindles","Frame","E_S_D","Item_Spec","Entry_DT","UNarration","DNarration","Tare_W","Kat_W","Org_W","Bill_PB","Tar_R","Invt_cat","Tax_am"
"7522","8046","1","","","","","145000","101","870","5","","0","","","","0","0","0","0","5/25/2025 3:36:26 PM","","","","","","1","0","0","False"
"7523","8047","1","","","","","7","101","867","5","","0","","","","0","0","0","0","5/25/2025 3:41:57 PM","","","","","","1","0","0","False"
"7523","8048","1","","","","","43","101","867","5","","0","","","","0","0","0","0","5/25/2025 3:42:16 PM","","","","","","1","0","0","False"
"7523","8049","1","","","","","34","101","867","5","","0","","","","0","0","0","0","5/25/2025 3:42:24 PM","","","","","","1","0","0","False"
"7523","8050","1","","","","","215","101","867","5","","0","","","","0","0","0","0","5/25/2025 3:42:32 PM","","","","","","1","0","0","False"
"7524","8051","1","","","","","24000","101","867","5","","0","","","","0","0","0","0","5/25/2025 3:43:13 PM","","","","","","1","0","0","False"
"7525","8052","1","","","","","24000","102","867","5","","0","","","","0","0","0","0","5/25/2025 3:43:57 PM","","","","","","1","0","0","False"
"7526","8053","1","","","","","150000","102","867","5","ilyas d I k","0","","","","0","0","0","0","5/25/2025 3:44:13 PM","الياس  ڈى  ائى  کے  ","","","","","1","0","0","False"
"7528","8054","1","","","","","150000","101","867","5","sufi mill  akbar","0","","","","0","0","0","0","5/25/2025 3:44:51 PM","صوفى  مل    اکبر  ","","","","","1","0","0","False"
"7529","8055","1","","","","","200000","101","893","5","","0","","","","0","0","0","0","5/25/2025 3:49:00 PM","","","","","","1","0","0","False"
"7530","8056","1","","","","","1365","101","355","5","","0","","","","0","0","0","0","5/25/2025 3:53:29 PM","","","","","","1","0","0","False"
"7531","8057","1","","","","","1480","101","355","5","","0","","","","0","0","0","0","5/25/2025 3:53:50 PM","","","","","","1","0","0","False"
"7532","8058","1","","","","","65000","101","893","5","","0","","","","0","0","0","0","5/25/2025 5:51:20 PM","","","","","","1","0","0","False"
"7532","8059","1","","","","","30000","101","893","5","","0","","","","0","0","0","0","5/25/2025 5:51:30 PM","","","","","","1","0","0","False"
"7533","8060","1","","","","","3000","101","893","5","","0","","","","0","0","0","0","5/25/2025 5:52:34 PM","","","","","","1","0","0","False"
"7534","8061","1","","","","","1","101","893","5","exp","0","","","","0","0","0","0","5/25/2025 5:53:24 PM","خرچہ  ","","","","","1","0","0","False"
"7535","8062","1","","","","","200000","102","875","5","P L S  April","0","","","","0","0","0","0","6/5/2025 10:33:42 PM","پى  ايل  ايس    اپریل  ","","","","","1","0","0","False"
"7536","8063","1","","","","","200000","101","875","5","Mian Asad April","0","","","","0","0","0","0","6/5/2025 10:34:49 PM","مياں  اسد  April","","","","","1","0","0","False"
"7537","8064","1","","","","","100000","102","875","5","P L S MAY","0","","","","0","0","0","0","7/15/2025 5:49:14 AM","پى  ايل  ايس  مئى  ","","","","","1","0","0","False"
"7538","8065","1","","","","","100000","101","875","5","Cash Paid May","0","","","","0","0","0","0","7/15/2025 5:50:08 AM","کيش  پيڈ  مئى  ","","","","","1","0","0","False"
"7539","8066","1","","","","","80000","102","875","5","Cash","0","","","","0","0","0","0","8/11/2025 8:13:09 AM","کيش  ","","","","","1","0","0","False"
"7540","8067","1","","","","","80000","101","875","5","Cash Asad","0","","","","0","0","0","0","8/11/2025 8:13:51 AM","کيش  اسد  ","","","","","1","0","0","False"
"7541","8068","1","","","","","100000","101","875","5","M C B Cash","0","","","","0","0","0","0","8/25/2025 12:54:11 PM","ايم  سى  بى  کيش  ","","","","","1","0","0","False"
"7541","8069","1","","","","","","101","875","5","","0","","","","0","0","0","0","8/25/2025 12:55:28 PM","","","","","","1","0","0","False"
"7365","7888","1","","","","","2500","102","355","5","Cash","0","","","","0","0","0","0","8/30/2024 4:42:39 PM","کيش  ","","","","","1","0","0","False"
"7366","7889","1","","","","","2711","101","355","5","Bill","0","","","","0","0","0","0","8/30/2024 4:43:26 PM","بل  ","","","","","1","0","0","False"
"7367","7890","1","","","","","1000","102","889","5","Cash","0","","","","0","0","0","0","8/30/2024 4:44:23 PM","کيش  ","","","","","1","0","0","False"
"7368","7891","1","","","","","4000","102","888","5","Cash","0","","","","0","0","0","0","8/30/2024 4:44:47 PM","کيش  ","","","","","1","0","0","False"
"7369","7892","1","","","","","200000","101","873","5","Cash Sajjad","0","","","","0","0","0","0","8/30/2024 4:46:52 PM","کيش  سجاد  ","","","","","1","0","0","False"
"7370","7893","1","","","","","215","101","867","5","S M S EXP","0","","","","0","0","0","0","9/11/2024 3:31:39 PM","ايس  ايم  ايس  خرچہ  ","","","","","1","0","0","False"
"7371","7894","1","","","","","34","101","867","5","S M S EXP","0","","","","0","0","0","0","9/11/2024 3:32:15 PM","ايس  ايم  ايس  خرچہ  ","","","","","1","0","0","False"
"7372","7895","1","","","","","43","101","867","5","EXP","0","","","","0","0","0","0","9/11/2024 3:35:42 PM","خرچہ  ","","","","","1","0","0","False"
"7373","7896","1","","","","","7","101","867","5","EXP","0","","","","0","0","0","0","9/11/2024 3:36:04 PM","خرچہ  ","","","","","1","0","0","False"
"7374","7897","1","","","","","300000","102","867","5","On LINE Ilyas D I K","0","","","","0","0","0","0","9/11/2024 3:36:44 PM","آن  لائن  الياس  ڈى  ائى  کے  ","","","","","1","0","0","False"
"7375","7898","1","","","","","300000","101","867","5","Cheque Paid Mill","0","","","","0","0","0","0","9/11/2024 3:38:00 PM","چيک  پيڈ  مل  ","","","","","1","0","0","False"
"7376","7899","1","","","","","1120500","102","867","5","On Line Usman","0","","","","0","0","0","0","9/25/2024 3:58:55 PM","آن  لائن  عثمان  ","","","","","1","0","0","False"
"7377","7900","1","","","","","1120500","101","867","5","cheque Paid Sufi Mill","0","","","","0","0","0","0","9/25/2024 4:00:21 PM","چيک  پيڈ  صوفى  مل  ","","","","","1","0","0","False"
"7378","7901","1","","","","","3000","102","355","5","Cash","0","","","","0","0","0","0","9/25/2024 4:01:30 PM","کيش  ","","","","","1","0","0","False"
"7379","7902","1","","","","","65000","101","873","5","Cash","0","","","","0","0","0","0","9/25/2024 4:02:37 PM","کيش  ","","","","","1","0","0","False"
"7380","7903","1","","","","","1000","102","889","5","Cash","0","","","","0","0","0","0","10/8/2024 5:13:29 PM","کيش  ","","","","","1","0","0","False"
"7381","7904","1","","","","","4000","102","888","5","Cash","0","","","","0","0","0","0","10/8/2024 5:13:44 PM","کيش  ","","","","","1","0","0","False"
"7382","7905","1","","","","","2469","101","355","5","Bill","0","","","","0","0","0","0","10/8/2024 5:16:06 PM","بل  ","","","","","1","0","0","False"
"7383","7906","1","","","","","5000","101","867","5","Cash","0","","","","0","0","0","0","10/8/2024 5:18:21 PM","کيش  ","","","","","1","0","0","False"
"7384","7907","1","","","","","23","101","867","5","Exp A T M","0","","","","0","0","0","0","10/8/2024 5:18:35 PM","خرچہ  اے  ٹى  ايم  ","","","","","1","0","0","False"
"6886","7376","1","","","","","15750","101","843","5","Cash Received","0","","","","0","0","0","0","10/7/2022 12:29:52 PM","کيش  وصول  ","","","","","1","0","0","False"
"6887","7377","1","","","","","5000","102","867","5","","0","","","","0","0","0","0","10/8/2022 12:09:30 PM","","","","","","1","0","0","False"
"6887","7378","1","","","","","1000","102","873","5","","0","","","","0","0","0","0","10/8/2022 12:09:51 PM","","","","","","1","0","0","False"
"6888","7379","1","","","","","5000","101","867","5","A T M Cash","0","","","","0","0","0","0","10/14/2022 11:32:07 AM","اے  ٹى  ايم  کيش  ","","","","","1","0","0","False"
"6889","7380","1","","","","","26","101","867","5","A  T M Exp","0","","","","0","0","0","0","10/14/2022 11:33:59 AM","اے    ٹى  ايم  خرچہ  ","","","","","1","0","0","False"
"6890","7381","1","","","","","100000","102","884","5","Cash Easy Paisa","0","","","","0","0","0","0","10/16/2022 4:29:29 PM","کيش  ایزی  پیسہ  ","","","","","1","0","0","False"
"6891","7382","1","","","","","18000","102","884","5","Cash Easy Paisa","0","","","","0","0","0","0","10/16/2022 4:31:07 PM","کيش  ایزی  پیسہ  ","","","","","1","0","0","False"
"6892","7383","1","","","","","16000","102","867","5","Cash Paid Easy Paisa","0","","","","0","0","0","0","10/16/2022 4:32:12 PM","کيش  پيڈ  ایزی  پیسہ  ","","","","","1","0","0","False"
"6142","6620","1","","","","","1000","102","355","5","Cash","0","","","","0","0","0","0","11/7/2019 12:11:23 PM","کيش","","","","","1","0","0","False"
"6143","6621","1","","","","","100000","102","868","5","Cash Paid","0","","","","0","0","0","0","11/12/2019 3:15:08 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6144","6622","1","","","","","40000","101","834","5","Cash","0","","","","0","0","0","0","11/14/2019 12:39:46 PM","کيش  ","","","","","1","0","0","False"
"6145","6623","1","","","","","50000","101","868","5","CASH","0","","","","0","0","0","0","11/19/2019 6:17:28 PM","کيش  ","","","","","1","0","0","False"
"6146","6624","1","","","","","50000","101","868","5","cash","0","","","","0","0","0","0","11/19/2019 6:18:01 PM","کيش  ","","","","","1","0","0","False"
"6147","6625","1","","","","","4000","101","867","5","CASH","0","","","","0","0","0","0","11/19/2019 6:18:39 PM","کيش  ","","","","","1","0","0","False"
"6148","6626","1","","","","","400000","102","868","5","Cash Paid","0","","","","0","0","0","0","11/21/2019 1:26:51 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6149","6627","1","","","","","80000","101","868","5","Cash","0","","","","0","0","0","0","11/24/2019 11:20:48 AM","کيش  ","","","","","1","0","0","False"
"6150","6628","1","","","","","20000","101","868","5","Cash","0","","","","0","0","0","0","11/25/2019 10:48:40 AM","کيش  ","","","","","1","0","0","False"
"6151","6629","1","","","","","100000","101","868","5","Cash","0","","","","0","0","0","0","11/26/2019 11:41:13 AM","کيش  ","","","","","1","0","0","False"
"6152","6630","1","","","","","2000","102","355","5","Cash","0","","","","0","0","0","0","11/30/2019 11:42:05 AM","کيش","","","","","1","0","0","False"
"6153","6631","1","","","","","96000","102","868","5","Cash Paid","0","","","","0","0","0","0","11/30/2019 11:42:30 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6154","6632","1","","","","","130000","101","868","5","CASH","0","","","","0","0","0","0","12/1/2019 12:56:04 PM","کيش  ","","","","","1","0","0","False"
"6156","6635","1","","","","","40000","102","834","5","CASH PAID","0","","","","0","0","0","0","12/1/2019 12:57:27 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6157","6636","1","","","","","85000","101","868","5","Cash","0","","","","0","0","0","0","12/2/2019 11:38:25 AM","کيش  ","","","","","1","0","0","False"
"6158","6637","1","","","","","1694","101","355","5","Bill","0","","","","0","0","0","0","12/3/2019 12:25:09 PM","بل  ","","","","","1","0","0","False"
"6159","6638","1","","","","","65000","101","868","5","Cash Received","0","","","","0","0","0","0","12/3/2019 12:30:54 PM","کيش  وصول  ","","","","","1","0","0","False"
"6160","6639","1","","","","","16000","101","868","5","Cash Received","0","","","","0","0","0","0","12/3/2019 12:31:10 PM","کيش  وصول  ","","","","","1","0","0","False"
"6161","6640","1","","","","","50000","102","867","5","Cash","0","","","","0","0","0","0","12/31/2019 11:01:42 AM","کيش  ","","","","","1","0","0","False"
"6162","6641","1","","","","","1000","102","856","5","Cash","0","","","","0","0","0","0","12/31/2019 11:02:02 AM","کيش  ","","","","","1","0","0","False"
"6163","6642","1","","","","","1000","102","857","5","Cash","0","","","","0","0","0","0","12/31/2019 11:02:45 AM","کيش  ","","","","","1","0","0","False"
"6164","6643","1","","","","","1500","102","355","5","Cash","0","","","","0","0","0","0","12/31/2019 11:04:51 AM","کيش","","","","","1","0","0","False"
"6219","6696","1","","","","","26000","201","867","5","Cash Paid UBL Bank For Car","870","","","","0","0","0","0","4/18/2020 5:39:15 PM","کيش  پيڈ  يوبى ايل  بنک  برائے  کار  ","","","","","1","0","0","False"
"6220","6697","1","","","","","40000","102","867","5","Easy paisa","0","","","","0","0","0","0","4/19/2020 2:19:10 PM","ایزی  پیسہ  ","","","","","1","0","0","False"
"6221","6698","1","","","","","40000","101","867","5","Cheque Paid Mill","0","","","","0","0","0","0","4/19/2020 2:20:58 PM","چيک  پيڈ  مل  ","","","","","1","0","0","False"
"6222","6699","1","","","","","50000","102","867","5","Cash Paid","0","","","","0","0","0","0","4/30/2020 12:59:37 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6223","6700","1","","","","","3000","102","856","5","Paid","0","","","","0","0","0","0","4/30/2020 12:59:58 PM","پيڈ  ","","","","","1","0","0","False"
"6224","6701","1","","","","","4000","102","857","5","Paid","0","","","","0","0","0","0","4/30/2020 1:00:20 PM","پيڈ  ","","","","","1","0","0","False"
"6225","6702","1","","","","","3000","102","355","5","Bill Paid","0","","","","0","0","0","0","4/30/2020 1:02:04 PM","بل  پيڈ  ","","","","","1","0","0","False"
"6226","6703","1","","","","","50000","102","867","5","Cash Easy paisa","0","","","","0","0","0","0","5/1/2020 11:20:37 AM","کيش  ایزی  پیسہ  ","","","","","1","0","0","False"
"6227","6704","1","","","","","14000","102","867","5","Cash Easy paisa","0","","","","0","0","0","0","5/1/2020 11:21:27 AM","کيش  ایزی  پیسہ  ","","","","","1","0","0","False"
"6228","6705","1","","","","","64000","101","867","5","Cheque Paid Sufi Mill (Easy Paisa)","0","","","","0","0","0","0","5/1/2020 11:22:33 AM","چيک  پيڈ  صوفى  مل   (ایزی  پیسہ )  ","","","","","1","0","0","False"
"6229","6706","1","","","","","100000","101","843","5","Cash","0","","","","0","0","0","0","5/1/2020 11:28:23 AM","کيش  ","","","","","1","0","0","False"
"6230","6707","1","","","","","2532","101","355","5","Bill","0","","","","0","0","0","0","5/1/2020 11:33:29 AM","بل  ","","","","","1","0","0","False"
"6231","6708","1","","","","","10000","102","856","5","Cash Paid","0","","","","0","0","0","0","5/4/2020 2:51:07 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6232","6709","1","","","","","23800","102","870","5","Online 23200 + 600","0","","","","0","0","0","0","5/4/2020 4:08:10 PM","اون لائن  23200   +  600","","","","","1","0","0","False"
"6233","6710","1","","","","","50000","102","867","5","Easy Paisa Kot Shakir","0","","","","0","0","0","0","5/5/2020 10:32:42 AM","ایزی  پیسہ  کوٹ  شآکر  ","","","","","1","0","0","False"
"6233","6711","1","","","","","50000","102","867","5","Easy Paisa Kot Shakir","0","","","","0","0","0","0","5/5/2020 10:32:57 AM","ایزی  پیسہ  کوٹ  شآکر  ","","","","","1","0","0","False"
"6233","6712","1","","","","","50000","102","867","5","Easy Paisa Kot Shakir","0","","","","0","0","0","0","5/5/2020 10:33:02 AM","ایزی  پیسہ  کوٹ  شآکر  ","","","","","1","0","0","False"
"6234","6713","1","","","","","15000","102","867","5","Easy Paisa Noor Zada","0","","","","0","0","0","0","5/5/2020 10:33:17 AM","ایزی  پیسہ  نور  زادا  ","","","","","1","0","0","False"
"6242","6720","1","","","","","357000","101","867","5","cheque paid mian tayyab food bill","0","","","","0","0","0","0","5/6/2020 11:29:35 PM","چيک  پيڈ  مياں  طيب  فوڈ  بل  ","","","","","1","0","0","False"
"6243","6721","1","","","","","1000","102","856","5","Cash","0","","","","0","0","0","0","5/10/2020 4:27:00 PM","کيش  ","","","","","1","0","0","False"
"6244","6722","1","","","","","300","102","857","5","Cash","0","","","","0","0","0","0","5/10/2020 4:27:15 PM","کيش  ","","","","","1","0","0","False"
"6245","6723","1","","","","","100000","101","843","5","Cash Received","0","","","","0","0","0","0","5/11/2020 4:04:15 PM","کيش  وصول  ","","","","","1","0","0","False"
"6246","6724","1","","","","","20000","102","867","5","Cash Paid","0","","","","0","0","0","0","5/12/2020 12:02:29 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6247","6725","1","","","","","100000","101","843","5","Cash Easy Paisa","0","","","","0","0","0","0","5/12/2020 4:04:12 PM","ایزی  پیسہ    کيش","","","","","1","0","0","False"
"6248","6726","1","","","","","500","102","856","5","Cash","0","","","","0","0","0","0","5/12/2020 4:09:19 PM","کيش  ","","","","","1","0","0","False"
"6249","6727","1","","","","","35000","101","867","5","Cheque Paid","0","","","","0","0","0","0","5/13/2020 2:16:45 PM","چيک  پيڈ  ","","","","","1","0","0","False"
"6250","6728","1","","","","","100000","101","843","5","Cash","0","","","","0","0","0","0","5/15/2020 1:27:44 PM","کيش  ","","","","","1","0","0","False"
"6251","6729","1","","","","","50000","102","867","5","Easy Paisa","0","","","","0","0","0","0","5/18/2020 5:16:10 PM","ایزی  پیسہ  ","","","","","1","0","0","False"
"6252","6730","1","","","","","50000","102","867","5","Easy Paisa","0","","","","0","0","0","0","5/18/2020 5:16:38 PM","ایزی  پیسہ  ","","","","","1","0","0","False"
"6253","6731","1","","","","","100000","101","867","5","Cheque Paid Sufi Mill","0","","","","0","0","0","0","5/19/2020 11:49:32 AM","چيک  پيڈ  صوفى  مل  ","","","","","1","0","0","False"
"6254","6732","1","","","","","35000","102","867","5","Amount Transfer Easy paisa","0","","","","0","0","0","0","5/30/2020 1:26:01 PM","رقم  ٹرانسفر  ایزی  پیسہ  ","","","","","1","0","0","False"
"6255","6733","1","","","","","4000","102","856","5","Cash","0","","","","0","0","0","0","5/31/2020 1:15:13 PM","کيش  ","","","","","1","0","0","False"
"6256","6734","1","","","","","3000","102","355","5","Bill Telephone","0","","","","0","0","0","0","6/1/2020 3:02:13 PM","بل  ٹيلىفون  ","","","","","1","0","0","False"
"6257","6735","1","","","","","2598","101","355","5","Bill","0","","","","0","0","0","0","6/1/2020 3:02:43 PM","بل  ","","","","","1","0","0","False"
"6258","6736","1","","","","","23200","102","870","5","Easy Paisa Transfer","0","","","","0","0","0","0","6/1/2020 5:29:28 PM","ایزی  پیسہ  ٹرانسفر  ","","","","","1","0","0","False"
"6259","6737","1","","","","","600","102","870","5","Easy Paisa Transfer","0","","","","0","0","0","0","6/2/2020 11:45:00 AM","ایزی  پیسہ  ٹرانسفر  ","","","","","1","0","0","False"
"6260","6738","1","","","","","20000","101","867","5","Cash","0","","","","0","0","0","0","6/2/2020 3:32:15 PM","کيش  ","","","","","1","0","0","False"
"6261","6739","1","","","","","200000","101","868","5","Cash Recived","0","","","","0","0","0","0","6/3/2020 1:27:50 PM","کيش  وصولي  ","","","","","1","0","0","False"
"6262","6740","1","","","","","100000","102","867","5","Easy Paisa Deposit Mushtaq Kot Shakir","0","","","","0","0","0","0","6/4/2020 11:13:28 AM","ایزی  پیسہ  ڈيپازٹ  مشتاق  کوٹ  شآکر  ","","","","","1","0","0","False"
"6263","6741","1","","","","","50000","102","867","5","Easy Paisa Transfer amount Mushtaq Kot Shakir","0","","","","0","0","0","0","6/7/2020 5:08:18 PM","ایزی  پیسہ  ٹرانسفر  رقم  مشتاق  کوٹ  شآکر  ","","","","","1","0","0","False"
"6264","6742","1","","","","","3000","102","856","5","Cash Paid","0","","","","0","0","0","0","6/7/2020 5:09:07 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6265","6743","1","","","","","500","102","857","5","Cash Paid","0","","","","0","0","0","0","6/7/2020 5:09:27 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6267","6744","1","","","","","11800","201","857","5","","199","","","","0","0","0","0","6/7/2020 5:10:27 PM","","","","","","1","0","0","False"
"6268","6745","1","","","","","31600","201","856","5","","199","","","","0","0","0","0","6/7/2020 5:12:08 PM","","","","","","1","0","0","False"
"6269","6746","1","","","","","100000","201","199","5","House Exp","820","","","","0","0","0","0","6/7/2020 5:13:45 PM","مکان  خرچہ  ","","","","","1","0","0","False"
"6270","6747","1","","","","","50000","102","867","5","Easy Paisa Received Mushtaq Kot Shakir","0","","","","0","0","0","0","6/9/2020 12:22:06 PM","ایزی  پیسہ  وصول  مشتاق  کوٹ  شآکر  ","","","","","1","0","0","False"
"6271","6748","1","","","","","110000","101","867","5","Cheque Paid Muhamamd Ilyas Bardana Dealer","0","","","","0","0","0","0","6/9/2020 12:22:42 PM","چيک  پيڈ  محمد  الياس  باردانہ  ڈيلر  ","","","","","1","0","0","False"
"6272","6749","1","","","","","100000","102","867","5","Easy Paisa Transfer Mushtaq Kot Shakir","0","","","","0","0","0","0","6/15/2020 11:02:01 AM","ایزی  پیسہ  ٹرانسفر  مشتاق  کوٹ  شآکر  ","","","","","1","0","0","False"
"6273","6750","1","","","","","115000","101","867","5","Cheque Paid Mills","0","","","","0","0","0","0","6/15/2020 11:02:59 AM","چيک  پيڈ  ملز  ","","","","","1","0","0","False"
"6274","6751","1","","","","","600000","102","843","5","Cash Paid","0","","","","0","0","0","0","6/18/2020 10:39:10 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6276","6752","1","","","","","100000","201","867","5","Cheque Paid","843","","","","0","0","0","0","6/18/2020 10:39:39 AM","چيک  پيڈ  ","","","","","1","0","0","False"
"6277","6753","1","","","","","100000","102","867","5","Easy Paisa Transfer Mushtaq Kot Shakir","0","","","","0","0","0","0","6/21/2020 4:15:20 PM","ایزی  پیسہ  ٹرانسفر  مشتاق  کوٹ  شآکر","","","","","1","0","0","False"
"6278","6754","1","","","","","100000","101","867","5","Cheque Paid Mill","0","","","","0","0","0","0","6/22/2020 1:12:48 PM","چيک  پيڈ  مل  ","","","","","1","0","0","False"
"6279","6755","1","","","","","499000","201","790","5","Close Card","199","","","","0","0","0","0","6/22/2020 1:18:12 PM","بند  کارڈ  ","","","","","1","0","0","False"
"6280","6756","1","","","","","50000","102","867","5","Easy paisa Transfer Mushtaq Kot Shakir","0","","","","0","0","0","0","6/24/2020 11:04:36 AM","ایزی  پیسہ  ٹرانسفر  مشتاق  کوٹ  شآکر  ","","","","","1","0","0","False"
"6181","6660","1","","","","","20000","102","867","5","cash","0","","","","0","0","0","0","2/26/2020 11:47:26 AM","کيش  ","","","","","1","0","0","False"
"6182","6661","1","","","","","30000","102","867","5","Cash","0","","","","0","0","0","0","2/29/2020 10:50:54 AM","کيش  ","","","","","1","0","0","False"
"6183","6662","1","","","","","1000","102","856","5","Cash","0","","","","0","0","0","0","2/29/2020 3:31:06 PM","کيش  ","","","","","1","0","0","False"
"6184","6663","1","","","","","1000","102","857","5","Cash","0","","","","0","0","0","0","2/29/2020 3:31:20 PM","کيش  ","","","","","1","0","0","False"
"6185","6664","1","","","","","35000","102","843","5","P L S","0","","","","0","0","0","0","3/1/2020 10:18:55 AM","پى  ايل  ايس  ","","","","","1","0","0","False"
"6186","6665","1","","","","","35000","101","843","5","Cash","0","","","","0","0","0","0","3/1/2020 10:19:46 AM","کيش  ","","","","","1","0","0","False"
"6187","6666","1","","","","","40000","101","867","5","Cash","0","","","","0","0","0","0","3/2/2020 10:53:29 AM","کيش  ","","","","","1","0","0","False"
"6188","6667","1","","","","","1351","101","355","5","Bill Telephone","0","","","","0","0","0","0","3/7/2020 11:19:42 AM","بل  ٹيلىفون  ","","","","","1","0","0","False"
"6189","6668","1","","","","","1600","102","355","5","Bill","0","","","","0","0","0","0","3/13/2020 4:29:03 PM","بل  ","","","","","1","0","0","False"
"6190","6669","1","","","","","389000","102","868","5","Profit Of Amount (210000)","0","","","","0","0","0","0","3/14/2020 10:52:05 AM","نفع  آف  رقم   (210000)","","","","","1","0","0","False"
"6191","6670","1","","","","","100000","102","868","5","Mobile Amount S10+ Return","0","","","","0","0","0","0","3/14/2020 10:56:50 AM","موبائل  رقم  ايس10+ريٹرن","","","","","1","0","0","False"
"6193","6672","1","","","","","15000","101","853","5","P L S  (2019)","0","","","","0","0","0","0","3/21/2020 6:40:50 PM","پى  ايل  ايس     (2019 )  ","","","","","1","0","0","False"
"6194","6673","1","","","","","10000","101","820","5","P L S (2019)","0","","","","0","0","0","0","3/21/2020 6:42:00 PM","پى  ايل  ايس   (2019 )  ","","","","","1","0","0","False"
"6195","6674","1","","","","","10000","102","820","5","Paid Cash P L S (2019)","0","","","","0","0","0","0","3/21/2020 6:43:29 PM","پيڈ  کيش  پى  ايل  ايس   (2019 )  ","","","","","1","0","0","False"
"6196","6675","1","","","","","15000","102","853","5","Paid Cash P L S (2019)","0","","","","0","0","0","0","3/21/2020 6:44:11 PM","پيڈ  کيش  پى  ايل  ايس   (2019 )  ","","","","","1","0","0","False"
"6197","6676","1","","","","","50000","101","868","5","Cash Recived (Imran H/S)","0","","","","0","0","0","0","3/21/2020 6:47:21 PM","کيش  وصولي   (عمران  ايچ /ايس )  ","","","","","1","0","0","False"
"6198","6677","1","","","","","39000","101","868","5","Cash Recived Sajjad (Imran H/S)","0","","","","0","0","0","0","3/21/2020 6:49:24 PM","کيش  وصولي  سجاد   (عمران  ايچ /ايس )  ","","","","","1","0","0","False"
"6281","6757","1","","","","","50000","101","867","5","Cheque Paid Mills","0","","","","0","0","0","0","6/24/2020 2:28:25 PM","چيک  پيڈ  ملز  ","","","","","1","0","0","False"
"6282","6758","1","","","","","200000","101","843","5","Cash","0","","","","0","0","0","0","6/29/2020 11:36:39 AM","کيش  ","","","","","1","0","0","False"
"6284","6760","1","","","","","130725","201","870","5","Cash On Line Saudi Arabia (Rayhan)","867","","","","0","0","0","0","6/29/2020 11:43:11 AM","کيش  آن  لائن  سعودى  عربيہ   (ریحان )  ","","","","","1","0","0","False"
"6285","6762","1","","","","","3000","102","355","5","Cash","0","","","","0","0","0","0","6/29/2020 12:31:28 PM","کيش  ","","","","","1","0","0","False"
"6286","6763","1","","","","","23800","102","870","5","Transfer Easy Paisa Waqas Naseem","0","","","","0","0","0","0","7/1/2020 12:00:36 PM","ٹرانسفر  ایزی  پیسہ  وقاص  نسيم  ","","","","","1","0","0","False"
"6287","6764","1","","","","","4000","102","856","5","Cash Paid","0","","","","0","0","0","0","7/1/2020 1:28:47 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6287","6765","1","","","","","1000","102","857","5","Cash Paid","0","","","","0","0","0","0","7/1/2020 1:28:57 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"6288","6766","1","","","","","100000","102","843","5","Cheque Paid HBL","0","","","","0","0","0","0","7/2/2020 12:17:36 PM","چيک  پيڈ  حبيب بنک  ","","","","","1","0","0","False"
"6291","6769","1","","","","","2935","101","355","5","Bill","0","","","","0","0","0","0","7/3/2020 1:30:03 PM","بل  ","","","","","1","0","0","False"
"6292","6770","1","","","","","1000","102","856","5","Cash","0","","","","0","0","0","0","7/6/2020 2:10:18 PM","کيش  ","","","","","1","0","0","False"
"6293","6771","1","","","","","300000","101","834","5","Cash Sufi Mill","0","","","","0","0","0","0","7/6/2020 2:28:38 PM","کيش  صوفى  مل  ","","","","","1","0","0","False"
"6294","6772","1","","","","","100000","102","843","5","Cash","0","","","","0","0","0","0","7/6/2020 2:48:19 PM","کيش  ","","","","","1","0","0","False"
"6297","6775","1","","","","","50000","102","834","5","Cash Paid Mill","0","","","","0","0","0","0","7/6/2020 3:14:07 PM","کيش  پيڈ  مل  ","","","","","1","0","0","False"
"6235","6714","1","","","","","25000","102","867","5","Easy Paisa Kot Shakir","0","","","","0","0","0","0","5/5/2020 10:34:05 AM","ایزی  پیسہ  کوٹ  شآکر  ","","","","","1","0","0","False"
"6236","6715","1","","","","","220000","101","867","5","Sufi Flour Mills","0","","","","0","0","0","0","5/5/2020 10:35:03 AM","صوفى  فلور  ملز  ","","","","","1","0","0","False"
"6237","6716","1","","","","","6000","102","856","5","Cash Paid","0","","","","0","0","0","0","5/5/2020 10:35:55 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"6238","6717","1","","","","","100000","101","843","5","Cash","0","","","","0","0","0","0","5/5/2020 11:08:28 AM","کيش  ","","","","","1","0","0","False"
"6239","6718","1","","","","","15000","101","867","5","Cash Paid City School Fee","0","","","","0","0","0","0","5/6/2020 5:28:00 PM","کيش  پيڈ  سٹى  سکول  فيس  ","","","","","1","0","0","False"
